"8","885199942","Cooper","Noah","UG","4","SR","ABC2","A-","RE","noah.d.cooper@fakeu.edu"
"9","910938320","Skinner","Julian","UG","4","SR","ABC2","B-","RE","julian.a.skinner@fakeu.edu"
"10","544727041","Daniel","Sophie","UG","4","SR","ABC2","B","RE","sophie.k.daniel@fakeu.edu"
"11","272419046","Hernandez","Hannah","UG","4","SR","ABC2","A","RE","hannah.g.hernandez@fakeu.edu"
"12","742691137","Smith","Melanie","UG","4","SR","ABC2","B+","RE","melanie.i.smith@fakeu.edu"
"13","426744149","Brewer","Andrew","UG","4","SR","ABC2","A+","RE","andrew.d.brewer@fakeu.edu"
"14","861094919","Caldwell","Jacob","UG","4","SR","ABC2","A-","RE","jacob.h.caldwell@fakeu.edu"
"15","180974351","Jones","Jonathan","UG","4","SR","ABC2","C","RE","jonathan.s.jones@fakeu.edu"
"16","180551063","Gonzales","Dylan","UG","4","SR","ABC2","A","RE","dylan.k.gonzales@fakeu.edu"
"17","434725748","Walker","Noah","UG","4","SR","ABC2","A","RE","noah.e.walker@fakeu.edu"
"18","847667123","Stephenson","Zachary","UG","4","SR","ABC2","B+","RE","zachary.a.stephenson@fakeu.edu"
"19","821741858","Gonzalez","Oliver","UG","4","SR","DEF1","C-","RE","oliver.a.gonzalez@fakeu.edu"
"20","276787096","Boyd","Aiden","UG","4","SR","DEF2","B","RE","aiden.s.boyd@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"45762","201201","DEF","252","2","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Davenport, Jackson L.","Lecture","MW","12:10 PM - 1:00 PM","LH5","47"
"","Laboratory","TR","7:10 PM - 9:00 PM","MB4","2240"
"","Laboratory","","","MB4","2240"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","359379550","Miller","Jocelyn","U2","4","U2","ABC2","A","RE","jocelyn.s.miller@fakeu.edu"
"2","864218618","Diaz","Josiah","UG","4","SR","DEF2","C+","RE","josiah.a.diaz@fakeu.edu"
"3","969579630","Williams","Julian","UG","4","SR","DEF2","B","RE","julian.j.williams@fakeu.edu"
"4","697801927","Nelson","Sophie","UG","4","SR","DEF2","A-","RE","sophie.a.nelson@fakeu.edu"
"5","557225888","Griffin","Ethan","UG","4","SR","ABC2","A","RE","ethan.m.griffin@fakeu.edu"
"6","368062431","English","Diego","UG","4","SR","DEF2","B-","RE","diego.h.english@fakeu.edu"
"7","253252133","Hawkins","Sophia","UG","4","SR","ABC2","B-","RE","sophia.b.hawkins@fakeu.edu"
"8","598871752","Taylor","Joseph","UG","4","SR","DEF1","C+","RE","joseph.n.taylor@fakeu.edu"
"9","216466558","Smith","Logan","UG","4","SR","ABC2","C","RE","logan.n.smith@fakeu.edu"
"10","376979486","Harding","Delilah","UG","4","SR","ABC2","A","RE","delilah.x.harding@fakeu.edu"
"11","761580818","Blankenship","Noah","UG","4","SR","ABC2","B-","RE","noah.d.blankenship@fakeu.edu"
"12","606046802","Anderson","Eric","UG","4","SR","ABC2","B","RE","eric.j.anderson@fakeu.edu"
"13","981203917","Mann","Matthew","UG","4","SR","ABC2","B+","RE","matthew.d.mann@fakeu.edu"
"14","286796383","Clark","Harper","UG","4","SR","ABC2","B+","RE","harper.j.clark@fakeu.edu"
"15","378129573","Smith","Angelina","UG","4","SR","ABC2","B","RE","angelina.z.smith@fakeu.edu"
"16","734345982","Wilson","Isabella","UG","4","JR","ABC2","A","RE","isabella.s.wilson@fakeu.edu"
"17","749238436","Reilly","Lucas","UG","4","SR","DEF2","A","RE","lucas.k.reilly@fakeu.edu"
"18","892639902","Merrill","Jason","UG","4","SR","DEF2","A-","RE","jason.e.merrill@fakeu.edu"
"19","775542689","Hanson","Jose","GR","4","GM","DEFG","B","RE","jose.e.hanson@fakeu.edu"
"20","594107610","Schmidt","Hailey","UG","4","SR","DEF1","B-","RE","hailey.a.schmidt@fakeu.edu"
"21","791952186","Carroll","Kevin","UG","4","SR","DEF1","A-","RE","kevin.a.carroll@fakeu.edu"
"22","930761979","Cobb","Stella","UG","4","SR","DEF1","C+","RE","stella.c.cobb@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"37797","201201","DEF","252","3","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Davenport, Jackson L.","Lecture","MW","12:10 PM - 1:00 PM","LH5","47"
"","Laboratory","TR","1:10 PM - 3:00 PM","MB4","2240"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","130339215","Flores","Oliver","UG","4","SR","DEF2","A","RE","oliver.e.flores@fakeu.edu"
"2","691970407","Gallagher","Olivia","UG","4","SR","DEF2","A","RE","olivia.n.gallagher@fakeu.edu"
"3","523919241","Porter","Andres","UG","4","SR","DEF2","C","RE","andres.a.porter@fakeu.edu"
"4","644872911","Nieves","Joseph","UG","4","SR","DEF2","C+","RE","joseph.l.nieves@fakeu.edu"
"5","725646642","Miller","Christian","UG","4","SR","DEF2","A-","RE","christian.m.miller@fakeu.edu"
"6","514199441","Anderson","Sofia","U2","4","U2","DEF2","A-","RE","sofia.a.anderson@fakeu.edu"
"7","199960449","Mullins","Maria","UG","4","SR","ABC2","B","RE","maria.n.mullins@fakeu.edu"
"8","660307597","Key","Santiago","UG","4","SR","ABC2","A","RE","santiago.i.key@fakeu.edu"
"9","728038211","Rhodes","Ethan","UG","4","SR","ABC2","A","RE","ethan.a.rhodes@fakeu.edu"
"10","217169394","Jones","Isaac","UG","4","SR","DEF2","C+","RE","isaac.l.jones@fakeu.edu"
"11","250130769","Brown","Valerie","UG","4","SR","ABC2","B+","RE","valerie.a.brown@fakeu.edu"
"12","733742857","Romero","Jayden","UG","4","SR","ABC2","A-","RE","jayden.i.romero@fakeu.edu"
"13","182195774","Delgado","Olivia","UG","4","SR","DEF2","D","RE","olivia.m.delgado@fakeu.edu"
"14","819103147","Cochran","Scarlett","UG","4","SR","DEF2","B","RE","scarlett.m.cochran@fakeu.edu"
"15","434923186","Mccoy","Isaac","UG","4","SR","ABC2","B","RE","isaac.m.mccoy@fakeu.edu"
"16","118801780","Osborne","Nathan","GR","4","GM","DEFG","C","RE","nathan.l.osborne@fakeu.edu"
"17","314301432","Jones","Natalie","UG","4","SR","DEF1","B+","RE","natalie.a.jones@fakeu.edu"
"18","307765319","Perry","Aubrey","UG","4","SR","DEF1","B-","RE","aubrey.n.perry@fakeu.edu"
"19","104940159","Jackson","Emily","UG","4","SR","DEF1","C+","RE","emily.s.jackson1@fakeu.edu"
"20","867810977","Griffin","Jorge","UG","4","SR","ABC2","C-","RE","jorge.e.griffin@fakeu.edu"
"21","274333926","Conway","Vanessa","UL","4","UL","DEF2","A-","RE","vanessa.a.conway@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"72893","201201","DEF","254","1","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Snyder, Samantha R.","Discussion","M","9:00 AM - 9:50 AM","MB3","1062"
"","Lecture","TR","4:40 PM - 6:00 PM","TB3","118"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","580901917","Craig","Christian","UG","4","SR","DEF1","A+","RE","christian.s.craig@fakeu.edu"
"2","104940159","Jackson","Emily","UG","4","SR","DEF1","C+","RE","emily.s.jackson1@fakeu.edu"
"3","217169394","Jones","Isaac","UG","4","SR","DEF2","C","RE","isaac.l.jones@fakeu.edu"
"4","969579630","Williams","Julian","UG","4","SR","DEF2","B-","RE","julian.j.williams@fakeu.edu"
"5","880518423","Young","Michael","UG","4","SR","DEF1","C-","RE","michael.e.young@fakeu.edu"
"6","697801927","Nelson","Sophie","UG","4","SR","DEF2","B+","RE","sophie.a.nelson@fakeu.edu"
"7","139049709","Franks","Kaylee","UG","4","SR","DEF2","C+","RE","kaylee.l.franks@fakeu.edu"
"8","368062431","English","Diego","UG","4","SR","DEF2","B","RE","diego.h.english@fakeu.edu"
"9","276787096","Boyd","Aiden","UG","4","SR","DEF2","B-","RE","aiden.s.boyd@fakeu.edu"
"10","935727264","Blair","Chloe","UG","4","SR","DEF2","B-","RE","chloe.c.blair@fakeu.edu"
"11","504642662","Miller","Ariana","UG","4","SR","DEF1","A-","RE","ariana.i.miller@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"75024","201201","DEF","254","2","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Snyder, Samantha R.","Discussion","F","1:10 PM - 2:00 PM","MB3","1062"
"","Lecture","TR","4:40 PM - 6:00 PM","TB3","118"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","167891587","Collier","Nevaeh","UG","4","SR","DEF2","A-","RE","nevaeh.v.collier@fakeu.edu"
"2","259355652","Williams","Jacob","UG","4","SR","DEF2","B","RE","jacob.m.williams@fakeu.edu"
"3","412029991","White","Sophia","UG","4","SR","DEF2","C+","RE","sophia.l.white@fakeu.edu"
"4","925618877","Fuller","Lily","UG","4","SR","DEF1","C+","RE","lily.x.fuller@fakeu.edu"
"5","430967317","Davis","Ayden","GR","4","GM","DEFG","C","RE","ayden.l.davis@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"60848","201201","DEF","258","1","5"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Goodwin, David A.","Lecture","TR","1:40 PM - 3:00 PM","LH5","19"
"","Laboratory","T","4:10 PM - 8:00 PM","MB4","2230"
"","Laboratory","S","","MB4","2230"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","761947452","Booker","Matthew","UG","5","JR","DEF1","A-","RE","matthew.a.booker@fakeu.edu"
"2","271469949","Scott","Wyatt","UG","5","SR","DEF2","D","RE","wyatt.s.scott@fakeu.edu"
"3","813467281","Ward","Mia","UG","5","JR","DEF2","B","RE","mia.a.ward@fakeu.edu"
"4","985098045","Adams","Owen","UG","5","JR","DEF2","C+","RE","owen.l.adams@fakeu.edu"
"5","966162568","Daniels","Alexis","UG","5","JR","DEF2","C","RE","alexis.a.daniels@fakeu.edu"
"6","382912743","Allison","Jayden","UG","5","SR","DEF2","B+","RE","jayden.a.allison@fakeu.edu"
"7","606612991","Davis","Sophia","UG","5","JR","DEF2","B-","RE","sophia.m.davis@fakeu.edu"
"8","906486903","Williams","Tyler","UG","5","JR","DEF2","B","RE","tyler.a.williams@fakeu.edu"
"9","930844483","Davis","Nathan","UG","5","SR","DEF2","C+","RE","nathan.a.davis@fakeu.edu"
"10","607154756","Becker","Caleb","UG","5","JR","DEF1","C+","RE","caleb.v.becker@fakeu.edu"
"11","142019695","Fernandez","Gael","UG","5","JR","DEF1","A","RE","gael.a.fernandez@fakeu.edu"
"12","175210729","Nelson","Xavier","UG","5","SR","DEF2","B+","RE","xavier.a.nelson@fakeu.edu"
"13","801364916","White","Jade","UG","5","JR","DEF1","C","RE","jade.a.white@fakeu.edu"
"14","675323850","Tyler","Christopher","UG","5","JR","DEF1","A","RE","christopher.g.tyler@fakeu.edu"
"15","713160345","White","Mia","UG","5","JR","DEF1","B-","RE","mia.j.white1@fakeu.edu"
"16","155728618","White","Addison","UG","5","SR","ABC2","A-","RE","addison.a.white@fakeu.edu"
"17","730155970","Martin","Jasmine","UG","5","SR","ABC2","A-","RE","jasmine.m.martin@fakeu.edu"
"18","449433411","Oliver","Abigail","UG","5","SR","DEF1","B-","RE","abigail.j.oliver@fakeu.edu"
"19","571504774","Anderson","Joshua","UG","5","JR","DEF2","B+","RE","joshua.m.anderson@fakeu.edu"
"20","549947750","Patrick","Samantha","UG","5","JR","OT35","B","RE","samantha.b.patrick@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"47520","201201","DEF","258","2","5"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Goodwin, David A.","Laboratory","F","9:00 AM - 12:50 PM","MB4","2230"
"","Lecture","TR","1:40 PM - 3:00 PM","LH5","19"
"","Laboratory","S","","MB4","2230"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","735794067","Morgan","Andrew","U2","5","U2","DEF1","B","RE","andrew.a.morgan@fakeu.edu"
"2","480409549","Foster","Matthew","UG","5","JR","DEF1","B","RE","matthew.o.foster@fakeu.edu"
"3","883436116","Kennedy","Victoria","UG","5","SR","DEF1","D+","RE","victoria.e.kennedy@fakeu.edu"
"4","141206377","Lee","Jonathan","UG","5","JR","DEF1","A-","RE","jonathan.c.lee1@fakeu.edu"
"5","553451751","Dale","Hunter","UG","5","JR","DEF1","B+","RE","hunter.r.dale@fakeu.edu"
"6","600247117","Stewart","Elizabeth","UG","5","SR","DEF1","B","RE","elizabeth.i.stewart@fakeu.edu"
"7","185866930","Becker","Samantha","UG","5","SR","DEF1","F","RE","samantha.h.becker@fakeu.edu"
"8","915575766","Clark","Bryan","UG","5","JR","DEF1","A+","RE","bryan.u.clark@fakeu.edu"
"9","712410880","Walker","Jayden","UG","5","JR","DEF2","A-","RE","jayden.x.walker@fakeu.edu"
"10","286796383","Clark","Harper","UG","5","SR","ABC2","B","RE","harper.j.clark@fakeu.edu"
"11","187580548","Wade","Arianna","UG","5","JR","DEF1","C","RE","arianna.k.wade@fakeu.edu"
"12","708144678","Schneider","Tyler","UG","5","SR","DEF1","B-","RE","tyler.g.schneider@fakeu.edu"
"13","531139626","Meyer","Andrew","UG","5","SR","DEF1","A-","RE","andrew.l.meyer@fakeu.edu"
"14","375567179","Johnson","Nicole","UG","5","JR","DEF1","C+","RE","nicole.p.johnson@fakeu.edu"
"15","900667130","Stein","Ava","UG","5","JR","DEF2","D+","RE","ava.s.stein@fakeu.edu"
"16","492455064","Cobb","Jade","UG","5","JR","DEF1","B-","RE","jade.n.cobb@fakeu.edu"
"17","389519639","Weber","Noah","UG","5","JR","DEF1","C+","RE","noah.h.weber@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"66656","201201","DEF","258","3","5"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Goodwin, David A.","Laboratory","R","9:00 AM - 12:50 PM","MB4","2230"
"","Lecture","TR","1:40 PM - 3:00 PM","LH5","19"
"","Laboratory","S","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","724509524","Morse","Ethan","UG","5","SR","DEF1","A+","RE","ethan.m.morse@fakeu.edu"
"2","551836130","Bryant","Christopher","UG","5","SR","DEF1","D+","RE","christopher.v.bryant@fakeu.edu"
"3","906633190","Velez","Ryan","UG","5","JR","DEF2","C-","RE","ryan.s.velez@fakeu.edu"
"4","166816781","Sharpe","Isabella","UG","5","SR","DEF1","B","RE","isabella.s.sharpe@fakeu.edu"
"5","979552730","Fleming","Hannah","UG","5","SR","DEF2","A-","RE","hannah.e.fleming@fakeu.edu"
"6","661193035","Collins","Zachary","UG","5","JR","DEF2","B","RE","zachary.j.collins@fakeu.edu"
"7","918733766","Mcclain","Carlos","UG","5","SR","DEF1","D","RE","carlos.s.mcclain@fakeu.edu"
"8","963449377","Green","Amelia","UG","5","SR","DEF1","A+","RE","amelia.a.green@fakeu.edu"
"9","677029609","Morris","Luke","UG","5","JR","DEF1","A-","RE","luke.a.morris@fakeu.edu"
"10","338857410","Kidd","Ethan","UG","5","SR","DEF1","B+","RE","ethan.j.kidd@fakeu.edu"
"11","784932526","Meadows","Oliver","UG","5","JR","DEF1","C+","RE","oliver.w.meadows@fakeu.edu"
"12","646415381","Mullins","Adam","UG","5","JR","DEF1","B","RE","adam.o.mullins@fakeu.edu"
"13","404373164","Smith","Amelia","UG","5","SR","DEF1","A+","RE","amelia.s.smith@fakeu.edu"
"14","290677819","Humphrey","Samantha","UG","5","JR","DEF1","C+","RE","samantha.j.humphrey@fakeu.edu"
"15","752338561","Pittman","Avery","UG","5","JR","DEF1","C+","RE","avery.r.pittman@fakeu.edu"
"16","204124533","Williams","Olivia","UG","5","SR","DEF2","A-","RE","olivia.l.williams@fakeu.edu"
"17","494090430","Pennington","Melissa","UG","5","JR","DEF2","F","RE","melissa.v.pennington@fakeu.edu"
"18","406370599","Foster","Alexander","UG","5","JR","DEF2","B","RE","alexander.n.foster@fakeu.edu"
"19","629093630","Dodson","Hailey","UG","5","JR","DEF1","C-","RE","hailey.e.dodson@fakeu.edu"
"20","533725258","Thompson","Jason","UG","5","JR","DEF2","B","RE","jason.j.thompson@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"69709","201201","DEF","258","4","5"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Goodwin, David A.","Lecture","TR","1:40 PM - 3:00 PM","LH5","19"
"","Laboratory","W","4:10 PM - 8:00 PM","MB4","2230"
"","Laboratory","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","164959925","Brewer","Owen","UG","5","SR","DEF1","F","RE","owen.s.brewer@fakeu.edu"
"2","698844749","Lester","Gianna","UG","5","JR","DEF1","B-","RE","gianna.c.lester@fakeu.edu"
"3","143692658","Smith","Jesus","UG","5","SR","O224","A-","RE","jesus.j.smith@fakeu.edu"
"4","622111480","Miller","Sophia","UG","5","SR","O200","C+","RE","sophia.n.miller@fakeu.edu"
"5","247077673","Mitchell","Jackson","UG","5","JR","ABC2","A+","RE","jackson.l.mitchell@fakeu.edu"
"6","639195670","Davis","Jack","UG","5","JR","DEF1","C-","RE","jack.j.davis@fakeu.edu"
"7","893409799","Roberson","Elizabeth","UG","5","JR","DEF1","F","RE","elizabeth.s.roberson@fakeu.edu"
"8","749527846","Cleveland","Grace","UG","5","JR","DEF1","B-","RE","grace.c.cleveland@fakeu.edu"
"9","565582548","Burt","Adam","UG","5","JR","ABC1","C","RE","adam.j.burt@fakeu.edu"
"10","188151175","Hill","Violet","UG","5","JR","DEF1","C","RE","violet.l.hill@fakeu.edu"
"11","627994772","Wolf","Amelia","UG","5","JR","DEF2","A-","RE","amelia.e.wolf@fakeu.edu"
"12","504604197","Taylor","Emma","UG","5","JR","DEF1","A+","RE","emma.j.taylor@fakeu.edu"
"13","522476181","Murphy","Avery","UG","5","SR","DEF2","B-","RE","avery.i.murphy@fakeu.edu"
"14","178568031","Snyder","Mason","UG","5","JR","DEF1","B","RE","mason.j.snyder@fakeu.edu"
"15","262170829","Daniel","Jonathan","UG","5","SR","ABC2","C+","RE","jonathan.a.daniel@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"37297","201201","DEF","259","1","5"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Stafford, Aaliyah A.","Laboratory","W","9:00 AM - 12:50 PM","MB4","2230"
"","Lecture","TR","12:10 PM - 1:30 PM","LH5","33"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","104825844","Grant","Elijah","UG","5","SR","DEF1","B-","RE","elijah.b.grant@fakeu.edu"
"2","833383890","Workman","Ryan","UG","5","SR","DEF1","A-","RE","ryan.n.workman@fakeu.edu"
"3","324555761","Foster","Aaliyah","UG","5","JR","DEF1","B-","RE","aaliyah.a.foster@fakeu.edu"
"4","493070697","Prince","Damian","UG","5","JR","DEF2","B","RE","damian.r.prince@fakeu.edu"
"5","843845173","Stuart","Jack","UG","5","JR","DEF1","C","RE","jack.u.stuart@fakeu.edu"
"6","318617767","Kirk","Jayden","UG","5","SR","DEF1","B+","RE","jayden.s.kirk@fakeu.edu"
"7","263520726","Matthews","Emily","UG","5","JR","DEF2","B","RE","emily.s.matthews@fakeu.edu"
"8","382293029","Parker","Matthew","UG","5","SR","DEF1","A-","RE","matthew.a.parker@fakeu.edu"
"9","615516924","Chang","Brianna","UG","5","JR","DEF1","B","RE","brianna.n.chang@fakeu.edu"
"10","431769628","Pierce","Jayden","UG","5","JR","DEF1","B+","RE","jayden.n.pierce@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"28334","201201","DEF","259","2","5"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"46263","201201","DEF","259","3","5"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Stafford, Aaliyah A.","Lecture","TR","12:10 PM - 1:30 PM","LH5","33"
"","Laboratory","R","3:10 PM - 7:00 PM","MB4","2230"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","895089926","Carlson","Alexis","UG","5","SR","OT62","C+","RE","alexis.s.carlson@fakeu.edu"
"2","426744149","Brewer","Andrew","UG","5","SR","ABC2","A","RE","andrew.d.brewer@fakeu.edu"
"3","307846633","Mcdonald","Abigail","UG","5","SR","DEF2","C+","RE","abigail.g.mcdonald@fakeu.edu"
"4","828998645","Jackson","Kevin","UG","5","SR","DEF2","A","RE","kevin.a.jackson@fakeu.edu"
"5","957969374","Kemp","Arianna","UG","5","SR","DEF2","C+","RE","arianna.v.kemp@fakeu.edu"
"6","866110621","Mendez","Luke","UG","5","SR","DEF1","C+","RE","luke.v.mendez@fakeu.edu"
"7","633168548","Boyd","Valentina","UG","5","SR","DEF1","C","RE","valentina.s.boyd@fakeu.edu"
"8","807219098","Walsh","Julian","UG","5","SR","DEF2","C","RE","julian.d.walsh@fakeu.edu"
"9","672338740","Cole","Isaac","UG","5","SR","DEF2","A-","RE","isaac.k.cole@fakeu.edu"
"10","350724908","Clemons","Brandon","UG","5","SR","DEF1","B-","RE","brandon.n.clemons@fakeu.edu"
"11","611543414","Townsend","Nicholas","UG","5","JR","DEF2","A-","RE","nicholas.c.townsend@fakeu.edu"
"12","579656960","Scott","Madison","UG","5","SR","DEF1","A","RE","madison.a.scott@fakeu.edu"
"13","514748260","Jenkins","Adam","UG","5","SR","DEF2","A-","RE","adam.j.jenkins@fakeu.edu"
"14","929896091","Romero","Sofia","UG","5","JR","DEF2","A","RE","sofia.g.romero@fakeu.edu"
"15","376979486","Harding","Delilah","UG","5","SR","ABC2","A","RE","delilah.x.harding@fakeu.edu"
"16","528118670","Peterson","Santiago","UG","5","JR","DEF2","C-","RE","santiago.c.peterson@fakeu.edu"
"17","101046943","Johnson","James","UG","5","JR","DEF1","A-","RE","james.o.johnson@fakeu.edu"
"18","892639902","Merrill","Jason","UG","5","SR","DEF2","A","RE","jason.e.merrill@fakeu.edu"
"19","905169481","Alston","Emily","UG","5","SR","DEF2","B+","RE","emily.k.alston@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"78211","201201","DEF","261","1","3"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Hodges, Jose I.","Workshop","M","10:00 AM - 10:50 AM","LH2","28"
"","Laboratory","MW","3:10 PM - 5:00 PM","MB4","1060"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","130339215","Flores","Oliver","UG","3","SR","DEF2","IP","RE","oliver.e.flores@fakeu.edu"
"2","691970407","Gallagher","Olivia","UG","3","SR","DEF2","IP","RE","olivia.n.gallagher@fakeu.edu"
"3","523919241","Porter","Andres","UG","3","SR","DEF2","IP","RE","andres.a.porter@fakeu.edu"
"4","644872911","Nieves","Joseph","UG","3","SR","DEF2","IP","RE","joseph.l.nieves@fakeu.edu"
"5","725646642","Miller","Christian","UG","3","SR","DEF2","IP","RE","christian.m.miller@fakeu.edu"
