"50","350724908","Clemons","Brandon","UG","4","SR","DEF1","A-","RE","brandon.n.clemons@fakeu.edu"
"51","615516924","Chang","Brianna","UG","4","SR","DEF1","A-","RE","brianna.n.chang@fakeu.edu"
"52","672338740","Cole","Isaac","UG","4","SR","DEF2","A","RE","isaac.k.cole@fakeu.edu"
"53","187580548","Wade","Arianna","UG","4","JR","DEF1","F","RE","arianna.k.wade@fakeu.edu"
"54","979552730","Fleming","Hannah","UG","4","SR","DEF2","A-","RE","hannah.e.fleming@fakeu.edu"
"55","963449377","Green","Amelia","UG","4","SR","DEF1","A","RE","amelia.a.green@fakeu.edu"
"56","931620624","Spencer","Arianna","UG","4","SR","DEF1","B-","RE","arianna.l.spencer@fakeu.edu"
"57","375567179","Johnson","Nicole","UG","4","JR","DEF1","C-","RE","nicole.p.johnson@fakeu.edu"
"58","579656960","Scott","Madison","UG","4","SR","DEF1","A-","RE","madison.a.scott@fakeu.edu"
"59","761947452","Booker","Matthew","UG","4","JR","DEF1","B+","RE","matthew.a.booker@fakeu.edu"
"60","801364916","White","Jade","UG","4","SR","DEF1","D","RE","jade.a.white@fakeu.edu"
"61","141206377","Lee","Jonathan","UG","4","SR","DEF1","B-","RE","jonathan.c.lee1@fakeu.edu"
"62","142019695","Fernandez","Gael","UG","4","JR","DEF1","A","RE","gael.a.fernandez@fakeu.edu"
"63","488637299","Sutton","Mason","UG","4","SR","DEF1","B","RE","mason.a.sutton@fakeu.edu"
"64","611543414","Townsend","Nicholas","UG","4","JR","DEF2","C","RE","nicholas.c.townsend@fakeu.edu"
"65","985098045","Adams","Owen","UG","4","SR","DEF2","C+","RE","owen.l.adams@fakeu.edu"
"66","606612991","Davis","Sophia","UG","4","SR","DEF2","B-","RE","sophia.m.davis@fakeu.edu"
"67","982633086","Bentley","Robert","UG","4","SR","DEF2","C+","RE","robert.e.bentley@fakeu.edu"
"68","813467281","Ward","Mia","UG","4","JR","DEF2","C+","RE","mia.a.ward@fakeu.edu"
"69","382912743","Allison","Jayden","UG","4","SR","DEF2","B","RE","jayden.a.allison@fakeu.edu"
"70","404373164","Smith","Amelia","UG","4","SR","DEF1","A","RE","amelia.s.smith@fakeu.edu"
"71","101046943","Johnson","James","UG","4","SR","DEF1","B+","RE","james.o.johnson@fakeu.edu"
"72","179307022","Cox","Gianna","UG","4","SR","DEF1","B-","RE","gianna.a.cox1@fakeu.edu"
"73","639195670","Davis","Jack","UG","4","SR","DEF1","D","RE","jack.j.davis@fakeu.edu"
"74","458501803","Rivera","Elizabeth","UG","4","SR","DEF1","A","RE","elizabeth.w.rivera@fakeu.edu"
"75","175210729","Nelson","Xavier","UG","4","SR","DEF2","A-","RE","xavier.a.nelson@fakeu.edu"
"76","752338561","Pittman","Avery","UG","4","SR","DEF1","B+","RE","avery.r.pittman@fakeu.edu"
"77","338857410","Kidd","Ethan","UG","4","SR","DEF1","A-","RE","ethan.j.kidd@fakeu.edu"
"78","997728885","Jones","Jacob","UG","4","JR","DEF1","C","RE","jacob.v.jones1@fakeu.edu"
"79","493070697","Prince","Damian","UG","4","SR","DEF2","A-","RE","damian.r.prince@fakeu.edu"
"80","892639902","Merrill","Jason","UG","4","SR","DEF2","B-","RE","jason.e.merrill@fakeu.edu"
"81","315689470","Turner","Jordan","UG","4","SR","DEF1","A-","RE","jordan.a.turner@fakeu.edu"
"82","353982281","Gonzalez","Matthew","UG","4","SR","DEF2","B-","RE","matthew.k.gonzalez@fakeu.edu"
"83","350298729","Harris","Hannah","UG","4","JR","DEF1","F","RE","hannah.n.harris@fakeu.edu"
"84","712410880","Walker","Jayden","UG","4","JR","DEF2","A-","RE","jayden.x.walker@fakeu.edu"
"85","449433411","Oliver","Abigail","UG","4","SR","DEF1","D","RE","abigail.j.oliver@fakeu.edu"
"86","969154074","Wallace","Bella","UG","4","SR","DEF1","B+","RE","bella.r.wallace@fakeu.edu"
"87","271171323","Carpenter","Michelle","UG","4","SR","DEF1","C","RE","michelle.o.carpenter@fakeu.edu"
"88","388740572","Cross","Lily","UG","4","SR","DEF1","C+","RE","lily.s.cross@fakeu.edu"
"89","514748260","Jenkins","Adam","UG","4","SR","DEF2","A-","RE","adam.j.jenkins@fakeu.edu"
"90","789010749","Zimmerman","David","UG","4","JR","DEF1","B+","RE","david.a.zimmerman@fakeu.edu"
"91","290677819","Humphrey","Samantha","UG","4","JR","DEF1","B-","RE","samantha.j.humphrey@fakeu.edu"
"92","263520726","Matthews","Emily","UG","4","SR","DEF2","C","RE","emily.s.matthews@fakeu.edu"
"93","641791326","Moore","Aaron","UG","4","JR","DEF1","C+","RE","aaron.a.moore@fakeu.edu"
"94","449016629","Alvarez","Owen","UG","4","JR","DEF1","C-","RE","owen.e.alvarez@fakeu.edu"
"95","431769628","Pierce","Jayden","UG","4","SR","DEF1","A-","RE","jayden.n.pierce@fakeu.edu"
"96","499100114","Schwartz","Katherine","UG","4","SR","DEF1","C+","RE","katherine.c.schwartz@fakeu.edu"
"97","937205927","Bates","Sophia","UG","4","SR","DEF1","B-","RE","sophia.d.bates@fakeu.edu"
"98","204124533","Williams","Olivia","UG","4","SR","DEF2","F","RE","olivia.l.williams@fakeu.edu"
"99","571504774","Anderson","Joshua","UG","4","JR","DEF2","B+","RE","joshua.m.anderson@fakeu.edu"
"100","639303220","Gibson","Elizabeth","UG","4","SR","DEF1","D","RE","elizabeth.v.gibson@fakeu.edu"
"101","488121471","Lee","Nathan","UG","4","SR","DEF1","D","RE","nathan.k.lee@fakeu.edu"
"102","185866930","Becker","Samantha","UG","4","SR","DEF1","C-","RE","samantha.h.becker@fakeu.edu"
"103","779801102","Ramirez","David","UG","4","SR","DEF1","A-","RE","david.v.ramirez@fakeu.edu"
"104","633168548","Boyd","Valentina","UG","4","SR","DEF1","B-","RE","valentina.s.boyd@fakeu.edu"
"105","522476181","Murphy","Avery","UG","4","SR","DEF2","C-","RE","avery.i.murphy@fakeu.edu"
"106","120116071","Brown","Michelle","GR","4","GM","DEFG","A+","RE","michelle.d.brown@fakeu.edu"
"107","834909589","Emerson","Amelia","UG","4","JR","DEF2","C","RE","amelia.s.emerson@fakeu.edu"
"108","116406028","Barber","David","UG","4","SR","DEF1","C","RE","david.j.barber@fakeu.edu"
"109","400088252","Carroll","Julian","UG","4","JR","DEF1","C+","RE","julian.d.carroll@fakeu.edu"
"110","630955803","Porter","Eli","UG","4","SR","DEF1","B-","RE","eli.w.porter@fakeu.edu"
"111","805615928","Garcia","Jacob","UG","4","JR","DEF1","I","RE","jacob.a.garcia2@fakeu.edu"
"112","616700507","Adkins","Ella","GR","4","D1","DEFG","A+","RE","ella.g.adkins@fakeu.edu"
"113","910230707","Richardson","Bryan","UG","4","JR","DEF1","A","RE","bryan.j.richardson@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"57501","201203","DEF","252","1","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Wagner, Naomi L.","Lecture","MW","9:00 AM - 9:50 AM","LH5","33"
"","Laboratory","TR","6:10 PM - 8:00 PM","MB4","2240"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","229604784","Valentine","Abigail","UG","4","JR","ABC2","A","RE","abigail.a.valentine@fakeu.edu"
"2","206920366","Butler","Juan","UG","4","SR","O224","A","RE","juan.r.butler@fakeu.edu"
"3","112723591","O'donnell","Stephanie","UG","4","SR","ABC2","C-","RE","stephanie.s.o'donnell@fakeu.edu"
"4","830838090","Cochran","Julian","UG","4","SR","ABC2","C-","RE","julian.k.cochran@fakeu.edu"
"5","167891587","Collier","Nevaeh","UG","4","SR","DEF2","C","RE","nevaeh.v.collier@fakeu.edu"
"6","412029991","White","Sophia","UG","4","SR","DEF2","B","RE","sophia.l.white@fakeu.edu"
"7","139049709","Franks","Kaylee","UG","4","SR","DEF2","C","RE","kaylee.l.franks@fakeu.edu"
"8","215791445","Ward","Anthony","UG","4","JR","ABC2","B-","RE","anthony.c.ward@fakeu.edu"
"9","572313113","Lopez","Mason","UG","4","SR","DEF1","B+","RE","mason.k.lopez@fakeu.edu"
"10","499100114","Schwartz","Katherine","UG","4","SR","DEF1","A","RE","katherine.c.schwartz@fakeu.edu"
"11","896714096","Poole","Mia","UG","4","SR","DEF1","B-","RE","mia.a.poole@fakeu.edu"
"12","342793744","Holland","Stella","UG","4","SR","DEF1","C-","RE","stella.v.holland@fakeu.edu"
"13","699642788","Tran","Carlos","UG","4","SR","ABC2","D+","RE","carlos.l.tran@fakeu.edu"
"14","906641066","Barnes","Nathaniel","UG","4","SR","ABC2","B+","RE","nathaniel.m.barnes@fakeu.edu"
"15","104825844","Grant","Elijah","UG","4","SR","DEF1","A","RE","elijah.b.grant@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"60595","201203","DEF","252","2","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Wagner, Naomi L.","Lecture","MW","9:00 AM - 9:50 AM","LH5","33"
"","Laboratory","MW","6:10 PM - 8:00 PM","MB4","2240"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","739654076","Walters","Zachary","U2","4","U2","DEF2","B","RE","zachary.a.walters@fakeu.edu"
"2","151121842","Rivera","Olivia","UG","4","SR","ABC2","A","RE","olivia.n.rivera@fakeu.edu"
"3","452803180","Davis","Noah","UG","4","SR","DEF2","C","RE","noah.e.davis@fakeu.edu"
"4","312761490","Cox","Lucas","UG","4","SR","ABC2","A","RE","lucas.n.cox@fakeu.edu"
"5","611543414","Townsend","Nicholas","UG","4","JR","DEF2","B+","RE","nicholas.c.townsend@fakeu.edu"
"6","924191692","Barrera","Amy","UG","4","SR","ABC2","B+","RE","amy.j.barrera@fakeu.edu"
"7","577042849","West","Matthew","UG","4","JR","ABC2","C","RE","matthew.x.west@fakeu.edu"
"8","178195817","Huffman","Steven","UG","4","SR","ABC2","B-","RE","steven.a.huffman@fakeu.edu"
"9","371510553","Alexander","Arianna","UG","4","SR","DEF1","B","RE","arianna.c.alexander@fakeu.edu"
"10","138824586","Miller","Kimberly","UG","4","SR","DEF1","B","RE","kimberly.a.miller@fakeu.edu"
"11","143611600","Sims","Eli","UG","4","SR","DEF1","A","RE","eli.c.sims@fakeu.edu"
"12","429660233","Scott","Lucas","UG","4","JR","ABC2","B-","RE","lucas.a.scott@fakeu.edu"
"13","926861009","Marshall","Alyssa","UG","4","SR","ABC2","D+","RE","alyssa.l.marshall@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"26259","201203","DEF","252","3","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Wagner, Naomi L.","Lecture","MW","9:00 AM - 9:50 AM","LH5","33"
"","Laboratory","MW","2:10 PM - 4:00 PM","MB4","2240"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","765608827","Nelson","Mason","UG","4","SR","ABC2","B","RE","mason.b.nelson@fakeu.edu"
"2","810687192","Griffin","Ryan","UG","4","SR","DEF1","A+","RE","ryan.k.griffin@fakeu.edu"
"3","915163232","Harmon","Emily","UG","4","SR","ABC2","C-","RE","emily.n.harmon@fakeu.edu"
"4","490720476","Leonard","Sophia","UG","4","SR","ABC2","B-","RE","sophia.w.leonard@fakeu.edu"
"5","206642668","Peters","Isaac","UG","4","SR","ABC2","C-","RE","isaac.n.peters@fakeu.edu"
"6","538503809","Austin","Kevin","UG","4","SR","ABC2","A-","RE","kevin.a.austin@fakeu.edu"
"7","957969374","Kemp","Arianna","UG","4","SR","DEF2","B-","RE","arianna.v.kemp@fakeu.edu"
"8","309119114","Boyer","Audrey","UG","4","SR","ABC2","A","RE","audrey.x.boyer@fakeu.edu"
"9","807219098","Walsh","Julian","UG","4","SR","DEF2","D","RE","julian.d.walsh@fakeu.edu"
"10","527572610","Watson","Jayden","UG","4","SR","ABC2","C","RE","jayden.s.watson@fakeu.edu"
"11","562189803","Bradley","Dominic","UG","4","SR","DEF1","A","RE","dominic.j.bradley@fakeu.edu"
"12","709907878","Mendoza","Kevin","UG","4","SR","ABC2","A","RE","kevin.j.mendoza@fakeu.edu"
"13","368574921","Campbell","Leah","UG","4","SR","ABC2","C+","RE","leah.m.campbell@fakeu.edu"
"14","652148582","Ortega","Matthew","UG","4","SR","DEF1","B-","RE","matthew.a.ortega@fakeu.edu"
"15","543503323","Howard","Aiden","UG","4","SR","DEF1","C-","RE","aiden.h.howard@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"57964","201203","DEF","252","4","4"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Wagner, Naomi L.","Lecture","MW","9:00 AM - 9:50 AM","LH5","33"
"","Laboratory","TR","11:10 AM - 1:00 PM","MB4","2240"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","125660870","Willis","Grace","UG","4","SR","ABC2","A","RE","grace.b.willis@fakeu.edu"
"2","259355652","Williams","Jacob","UG","4","SR","DEF2","B-","RE","jacob.m.williams@fakeu.edu"
"3","935727264","Blair","Chloe","UG","4","SR","DEF2","C","RE","chloe.c.blair@fakeu.edu"
"4","869155564","Sampson","Christopher","UG","4","SR","ABC2","A-","RE","christopher.a.sampson@fakeu.edu"
"5","319435687","Tucker","Noah","UG","4","SR","ABC2","B+","RE","noah.n.tucker@fakeu.edu"
"6","419702546","Graham","Giovanni","UG","4","SR","ABC2","A+","RE","giovanni.e.graham@fakeu.edu"
"7","993695294","Ruiz","Ximena","UG","4","JR","ABC2","B-","RE","ximena.v.ruiz@fakeu.edu"
"8","971521888","Thompson","Ethan","UG","4","SR","ABC2","A","RE","ethan.b.thompson@fakeu.edu"
"9","470154283","Wise","Jordan","UG","4","JR","ABC2","B","RE","jordan.g.wise@fakeu.edu"
"10","139255225","Delacruz","Emily","UG","4","SR","DEF1","B+","RE","emily.d.delacruz@fakeu.edu"
"11","864687065","Evans","Ivan","UG","4","SR","ABC2","F","RE","ivan.v.evans@fakeu.edu"
"12","718757414","Stewart","Nathan","UG","4","SR","DEF1","B","RE","nathan.m.stewart@fakeu.edu"
"13","143122612","White","Claire","UG","4","SR","ABC2","A","RE","claire.w.white@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"65333","201203","DEF","259","1","5"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Stafford, Aaliyah A.","Lecture","TR","1:40 PM - 3:00 PM","LH5","26"
"","Laboratory","M","6:10 PM - 10:00 PM","MB4","2230"
"","Laboratory","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","735059481","Mullins","Alyssa","UG","5","SR","DEF2","B+","RE","alyssa.h.mullins@fakeu.edu"
"2","465952421","Gonzalez","Owen","UG","5","SR","DEF1","A","RE","owen.a.gonzalez1@fakeu.edu"
"3","836396328","Sheppard","Julian","UG","5","SR","DEF1","A-","RE","julian.v.sheppard@fakeu.edu"
"4","950608669","Adams","Mia","UG","5","SR","DEF1","B-","RE","mia.s.adams@fakeu.edu"
"5","865753462","Williams","Kayla","UG","5","SR","DEF1","A","RE","kayla.g.williams@fakeu.edu"
"6","754089420","Nolan","Mason","UG","5","SR","DEF1","C+","RE","mason.c.nolan@fakeu.edu"
"7","678648405","Brown","Amy","UG","5","SR","DEF1","C-","RE","amy.j.brown@fakeu.edu"
"8","930417572","Holmes","Jason","UG","5","SR","DEF1","A","RE","jason.m.holmes@fakeu.edu"
"9","781601246","Hardy","Landon","UG","5","SR","DEF1","B+","RE","landon.l.hardy@fakeu.edu"
"10","598871752","Taylor","Joseph","UG","5","SR","DEF1","B","RE","joseph.n.taylor@fakeu.edu"
"11","819103147","Cochran","Scarlett","UG","5","SR","DEF2","B+","RE","scarlett.m.cochran@fakeu.edu"
"12","420788226","Morris","Logan","UG","5","SR","DEF1","B","RE","logan.j.morris@fakeu.edu"
"13","906676775","Kent","Jose","UG","5","SR","DEF1","B+","RE","jose.v.kent@fakeu.edu"
"14","910230707","Richardson","Bryan","UG","5","JR","DEF1","A","RE","bryan.j.richardson@fakeu.edu"
"15","458501803","Rivera","Elizabeth","UG","5","SR","DEF1","B-","RE","elizabeth.w.rivera@fakeu.edu"
"16","647792071","Crawford","Gabriel","UG","5","SR","DEF1","F","RE","gabriel.o.crawford@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"55309","201203","DEF","259","2","5"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Stafford, Aaliyah A.","Lecture","TR","1:40 PM - 3:00 PM","LH5","26"
"","Laboratory","W","6:10 PM - 10:00 PM","MB4","2230"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","724509524","Morse","Ethan","UG","5","SR","DEF1","B","RE","ethan.m.morse@fakeu.edu"
"2","543919896","Harris","Samuel","UG","5","SR","DEF1","B-","RE","samuel.c.harris@fakeu.edu"
"3","412029991","White","Sophia","UG","5","SR","DEF2","C+","RE","sophia.l.white@fakeu.edu"
"4","880518423","Young","Michael","UG","5","SR","DEF1","C-","RE","michael.e.young@fakeu.edu"
"5","961756621","Jackson","Naomi","UG","5","SR","DEF1","C+","RE","naomi.b.jackson@fakeu.edu"
"6","730155970","Martin","Jasmine","UG","5","SR","DEF1","B-","RE","jasmine.m.martin@fakeu.edu"
"7","166816781","Sharpe","Isabella","UG","5","SR","DEF1","C+","RE","isabella.s.sharpe@fakeu.edu"
"8","906486903","Williams","Tyler","UG","5","SR","DEF2","B","RE","tyler.a.williams@fakeu.edu"
"9","646415381","Mullins","Adam","UG","5","SR","DEF1","C","RE","adam.o.mullins@fakeu.edu"
"10","553451751","Dale","Hunter","UG","5","SR","DEF1","B-","RE","hunter.r.dale@fakeu.edu"
"11","142019695","Fernandez","Gael","UG","5","JR","DEF1","A-","RE","gael.a.fernandez@fakeu.edu"
"12","836461020","Wright","Jacob","UG","5","SR","DEF1","B+","RE","jacob.a.wright@fakeu.edu"
"13","600247117","Stewart","Elizabeth","UG","5","SR","DEF1","C","RE","elizabeth.i.stewart@fakeu.edu"
"14","661193035","Collins","Zachary","UG","5","JR","DEF2","B-","RE","zachary.j.collins@fakeu.edu"
"15","244841131","Reeves","Leonardo","UG","5","SR","DEF2","C-","RE","leonardo.z.reeves@fakeu.edu"
"16","752338561","Pittman","Avery","UG","5","SR","DEF1","C+","RE","avery.r.pittman@fakeu.edu"
"17","504604197","Taylor","Emma","UG","5","JR","DEF1","B","RE","emma.j.taylor@fakeu.edu"
"18","204124533","Williams","Olivia","UG","5","SR","DEF2","C+","RE","olivia.l.williams@fakeu.edu"
"19","406370599","Foster","Alexander","UG","5","SR","DEF2","B","RE","alexander.n.foster@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"75205","201203","DEF","259","3","5"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Stafford, Aaliyah A.","Lecture","TR","1:40 PM - 3:00 PM","LH5","26"
"","Laboratory","R","4:10 PM - 8:00 PM","MB4","2230"
"","Laboratory","","","",""
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","418919122","Chavez","Michelle","UG","5","SR","DEF1","B-","RE","michelle.i.chavez@fakeu.edu"
"2","138824586","Miller","Kimberly","UG","5","SR","DEF1","C+","RE","kimberly.a.miller@fakeu.edu"
"3","608154056","Smith","Christian","UG","5","SR","ABC1","C+","RE","christian.c.smith@fakeu.edu"
"4","543503323","Howard","Aiden","UG","5","SR","DEF1","B-","RE","aiden.h.howard@fakeu.edu"
"5","452803180","Davis","Noah","UG","5","SR","DEF2","C","RE","noah.e.davis@fakeu.edu"
"6","140631953","Jenkins","Michael","UG","5","SR","DEF1","B+","RE","michael.w.jenkins@fakeu.edu"
"7","979552730","Fleming","Hannah","UG","5","SR","DEF2","A","RE","hannah.e.fleming@fakeu.edu"
"8","931620624","Spencer","Arianna","UG","5","SR","DEF1","B","RE","arianna.l.spencer@fakeu.edu"
"9","801364916","White","Jade","UG","5","SR","DEF1","F","RE","jade.a.white@fakeu.edu"
"10","985098045","Adams","Owen","UG","5","SR","DEF2","C","RE","owen.l.adams@fakeu.edu"
"11","606612991","Davis","Sophia","UG","5","SR","DEF2","B","RE","sophia.m.davis@fakeu.edu"
"12","834909589","Emerson","Amelia","UG","5","JR","DEF2","C-","RE","amelia.s.emerson@fakeu.edu"
"13","449433411","Oliver","Abigail","UG","5","SR","DEF1","F","RE","abigail.j.oliver@fakeu.edu"
"14","982633086","Bentley","Robert","UG","5","SR","DEF2","B-","RE","robert.e.bentley@fakeu.edu"
"15","528187575","Wilson","Arianna","UG","5","SR","DEF1","B","RE","arianna.j.wilson@fakeu.edu"
"16","388740572","Cross","Lily","UG","5","SR","DEF1","B","RE","lily.s.cross@fakeu.edu"
"17","232791958","Payne","Gavin","UG","5","SR","DEF2","C","RE","gavin.s.payne@fakeu.edu"
"18","162084123","Vincent","Victoria","UG","5","SR","DEF1","B+","RE","victoria.j.vincent@fakeu.edu"
"19","136442633","Gregory","Jayden","U2","5","U2","DEF2","B","RE","jayden.j.gregory@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"55150","201203","DEF","259","4","5"
""
"INSTRUCTOR(S)","TYPE","DAYS","TIME","BUILD","ROOM"
"Stafford, Aaliyah A.","Lecture","TR","1:40 PM - 3:00 PM","LH5","26"
"","Laboratory","T","6:10 PM - 10:00 PM","MB4","2230"
""
"SEAT","SID","SURNAME","PREFNAME","LEVEL","UNITS","CLASS","MAJOR","GRADE","STATUS","EMAIL"
"1","352842553","Doyle","Angelina","UG","5","SR","DEF2","C","RE","angelina.s.doyle@fakeu.edu"
"2","627994772","Wolf","Amelia","UG","5","JR","DEF2","B-","RE","amelia.e.wolf@fakeu.edu"
"3","571504774","Anderson","Joshua","UG","5","JR","DEF2","B","RE","joshua.m.anderson@fakeu.edu"
"4","175210729","Nelson","Xavier","UG","5","SR","DEF2","A","RE","xavier.a.nelson@fakeu.edu"
"5","712410880","Walker","Jayden","UG","5","JR","DEF2","B","RE","jayden.x.walker@fakeu.edu"
"6","338857410","Kidd","Ethan","UG","5","SR","DEF1","A","RE","ethan.j.kidd@fakeu.edu"
"7","749527846","Cleveland","Grace","UG","5","SR","DEF1","C-","RE","grace.c.cleveland@fakeu.edu"
"8","930844483","Davis","Nathan","UG","5","SR","DEF2","NG","RE","nathan.a.davis@fakeu.edu"
"9","649863927","Marsh","Adrian","UG","5","SR","DEF1","NG","RE","adrian.v.marsh@fakeu.edu"
"10","713160345","White","Mia","UG","5","JR","DEF1","B","RE","mia.j.white1@fakeu.edu"
"11","533725258","Thompson","Jason","UG","5","JR","DEF2","B","RE","jason.j.thompson@fakeu.edu"
"12","382912743","Allison","Jayden","UG","5","SR","DEF2","B","RE","jayden.a.allison@fakeu.edu"
"13","179307022","Cox","Gianna","UG","5","SR","DEF1","B","RE","gianna.a.cox1@fakeu.edu"
"14","708144678","Schneider","Tyler","UG","5","SR","DEF1","C+","RE","tyler.g.schneider@fakeu.edu"
"15","816951753","Morris","Noah","UG","5","JR","DEF1","C+","RE","noah.k.morris@fakeu.edu"
"16","675323850","Tyler","Christopher","UG","5","JR","DEF1","A","RE","christopher.g.tyler@fakeu.edu"
"17","629093630","Dodson","Hailey","UG","5","JR","DEF1","C","RE","hailey.e.dodson@fakeu.edu"
""
"CID","TERM","SUBJ","CRSE","SEC","UNITS"
"42338","201203","DEF","259","5","5"
